2018-11-27T08:44:58,Welcome home Matt Hedges! The whole country is relieved and delighted to have you home. Thanks to @PatrickMoodyFCO and the FCO team in UAE for your tireless work behind the scenes to make today possible
2018-11-24T21:54:43,"The clearest, firmest support EVER by a British Prime Minister iro #Gibraltar by @theresa_may.  Also the most timely.  Mrs May has fully supported us, our British sovereignty &amp; our economy.  She has never let us down! Her #WithdrawalAgreement works for us! @10DowningStreethttps://twitter.com/theresa_may/status/1066422950008680448 …"
2018-11-21T15:59:14,"Just had to endure the most depressing and divisive speech I've seen in a year and a half in this place from the SNP Fisheries Spokesman. The mask slips time and time again... It's always Scotland V England, always fighting the battles of the past. An embarrasment."
2018-11-16T14:56:26,"and maps out a future framework for low-friction trade and regulatory equivalence for services, allowing our economy to grow and generate jobs.  
It deserves a fair hearing from Parliament and the Prime Minister has my support (3/3)"
2018-11-16T14:56:16,"I also think a leadership election would be sheer madness. No deal is perfect, but this plan has been welcomed by business leaders, secures Britons’ rights to travel freely in the EU (2/3)"
2018-11-16T14:56:03,The Brextremists who are trying to torpedo this deal want a no deal outcome which would be a disaster for this country and for Cheltenham. (1/3)
2018-11-14T08:07:12,"Call me a bluff old traditionalist, but I’m going to read these proposals before reaching a view. #evidencenotemotion"
2018-11-06T21:44:42,#SalemGuides just had a great evening hosting our very own Question Time with our Cheltenham MP as part of #UKPW18.Most of our 28 Guides had a burning question.Thank you @AlexChalkChelt for answering them so patiently.  @GirlguidingGlos @YourUKParl @TeamChalkCheltpic.twitter.com/KkJ485VcUx
2018-11-08T07:00:00,"News - UK aid to protect 7,000 Commonwealth veterans of the British Armed Forces from extreme poverty: https://www.gov.uk/government/news/uk-aid-to-protect-7000-commonwealth-veterans-of-the-british-armed-forces-from-extreme-poverty …pic.twitter.com/32T2k9mlIZ"
2018-10-31T08:06:53,Too often our hardworking NHS staff are subjected to violence &amp; aggression at work. It’s unacceptable. Our first ever NHS Violence Reduction Strategy will tackle this head-onhttps://www.itv.com/news/2018-10-31/health-secretary-reveals-new-measures-to-better-protect-nhs-staff/ …
2018-10-29T16:40:25,"Chancellor: Raising the Personal Allowance to £12,500pic.twitter.com/E7YZRmb9TE"
2018-10-29T16:37:05,"From April [the #NationalLivingWage] will rise again, by 4.9%, from £7.83 to £8.21…
…handing a full-time worker a further £690 annual pay increase…
…and taking his or her total pay-rise, since the introduction to over £2,750 a year. #Budget2018pic.twitter.com/VEPhoLj0do"
2018-10-29T16:33:27,"“The new 26-30 railcard, which I announced last year, will be available across the network by the end of the year… 
…saving up to 4.4 million young people 1/3 off their fares.”pic.twitter.com/GhmosHIfDN"
2018-10-29T16:32:40,"…I will therefore be freezing beer and cider duty for the next year…keeping the cost of beer down for patrons of the Great British Pub 
…I will also freeze duty on spirits…  #Budget2018pic.twitter.com/VMQkHn7DyS"
2018-10-29T16:30:51,"Chancellor…we will freeze fuel duties for the ninth successive year…

…bringing the total saving to the average car driver to over £1,000…

…and to the average van driver to over £2,500…  #Budget2018pic.twitter.com/K0ptexq85Q"
2018-10-29T16:29:06,"“We will introduce a new tax on the manufacture and import of plastic packaging which contains less than 30% recycled plastic…

…transforming the economics of sustainable packaging. 

We will consult on the detail and implementation timetable.” #Budget2018pic.twitter.com/4s3HwDjwBj"
2018-10-29T16:21:53,"“A further £500m for the Housing Infrastructure Fund, to unlock 650,000 homes.”  #Budget2018pic.twitter.com/9guRSohNl0"
2018-10-29T16:19:53,"Chancellor announces support for the British High Street, including a £675m Future High Streets Fund  and a new mandatory business rates relief for public lavatories  #Budget2018pic.twitter.com/xnmgTQbiDK"
2018-10-26T17:59:52,Delighted the Organ Donation Bill passed its 3rd reading in the Commons today. An important step forward in making organ donation easier &amp; more available for those who desperately need it
2018-10-25T14:29:20,"I don’t like non-disclosure orders, but Peter Hain’s decision to use parliamentary privilege to defy a ruling of senior independent judges is very damaging to the rule of law"
2018-10-25T09:48:34,"We're delighted to have such great advocates for the #environment in our Caucus including @mariacaulfield, @AlexChalkChelt &amp; @RichardGrahamUK to drive forward action on #climatechange, conservation &amp; clean growth. "
2018-10-18T00:00:53,"This passion, this commitment to getting people into work, this focus on getting results rather than party political point scoring is why I love sharing the green benches with this man.https://twitter.com/JohnnyMercerUK/status/1052601865089798144 …"
2018-10-09T07:22:54,"Today marks the start of our groundbreaking #GlobalMHSummit. With the UK leading the drive, this summit is a fantastic opportunity to tackle mental ill-health at the global level"
2018-10-05T16:55:36,MASSIVE congrats to the kids at our Science Club! Yesterday they received their certificates for their fantastic achievements. Many thanks to @AlexChalkChelt for presenting these to the children and to @cheltscigrp for helping us run the classes!pic.twitter.com/1rOAbEczwq
