2018-11-27T17:16:24,On @BBCNews today talking about yet another boat discovered with migrants on board - this time including a three year-old child. The @ukhomeoffice are clearly failing to properly police our borders and need to set out a plan on how they are going to put a stop to this crisis.pic.twitter.com/cf7l5IjNsp
2018-11-26T20:24:01,Troubling.https://twitter.com/gordonrayner/status/1067145012629172225 …
2018-11-26T17:00:04,The @ukhomeoffice say they have stepped up patrols – yet clearly not enough is being done. The French must step up too. They cannot just turn a blind eye and say this is a problem for Britain. Lives will be lost if this trafficking network is not stopped in its tracks.pic.twitter.com/MsXaUrZLle
2018-11-25T12:26:23,If they can amend the Withdrawal Agreement to please Labour then they can equally amend it to answer the concerns of Conservative MPs for a clear end date to the Backstop.https://twitter.com/MrHarryCole/status/1066464908961812480 …
2018-11-25T11:56:00,Fighting for stronger borders - read my weekly newsletter here: http://www.elphicke.com/media/local-news/fighting-for-stronger-borders/1410 …
2018-11-24T16:17:00,"It's fantastic that these exciting plans for Market Square in Dover have got past another hurdle! Please do click the link and have your say:
https://live-dover.cloud.contensis.com/News/Press-Releases/2018/Have-Your-Say-on-Market-Square-Redevelopment-Proposals.aspx?fbclid=IwAR1zxNeAaxT6ReqU7qiDNEQ1R-1Cv4jvWwlSihH1frtQxc9NHIY9XxHRsmY …pic.twitter.com/pjcOIfkRkg"
2018-11-24T12:41:15,"Great morning out in Aylesham with our Tory Action Team listening to voters’ concerns to see more GPs, better youth provision and to ensure we do a proper job of leaving the EU."
2018-11-23T18:12:00,It was great to mark the official opening of Marco Pierre White's English Chophouse and Wheeler's Fish and Chips at the Dover Marina Hotel last week - a real boost to the town and district.https://www.kentonline.co.uk/dover/news/double-the-appetite-193706/ …
2018-11-23T13:03:41,BORDER FARCE: @ukhomeoffice says eight migrants were picked up off coast of Dover this morning after trying to reach UK from France by dinghy. This means 86 have successfully made it here in the past fortnight and almost all are likely to claim asylum @CharlieElphicke
2018-11-23T12:47:26,The Dover MP @CharlieElphicke says it's 'very concerning' that yet more suspected migrants have been picked up this morning. He's calling on the French and @ukhomeoffice to do more to put a stop to these crossings.
2018-11-23T11:57:31,Very concerning that yet more suspected migrants have been picked up this morning. The French and @ukhomeoffice must do more to put a stop to these dangerous crossings.https://news.sky.com/story/migrants-in-dinghy-picked-up-near-dover-11561030 …
2018-11-22T22:00:49,Indeed. What it is with these windmill tilters? https://twitter.com/sanchezcastejon/status/1065719004923342850?s=12 …https://twitter.com/simon4ndorset/status/1065607717040152576 …
2018-11-22T17:40:22,". @CharlieElphicke ""Is there a risk that we end up in extended transition, effectively a form of 'Hotel California'...?""pic.twitter.com/7JVsJTzuxz"
2018-11-22T17:03:22,In @HouseofCommons raising concerns whether the UK will be stuck in Hotel California - you can check out but never leave - if talks on the future relationship become bogged down.
2018-11-22T14:31:06,Henry Newman two days ahead of schedule? @HenryNewman https://www.bbc.co.uk/news/amp/uk-politics-46109889 …https://twitter.com/SamCoatesTimes/status/1065610580059394049 …
